,index,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,feH,id_stars,radial_distance_stars,redshift_stars,snap_list_stars,star_mass,subhalo_mass_stars,subhalo_stellar_mass_stars,vphistar,vrstar,vthetastar,vxstar,vystar,vzstar,xstar,ystar,zstar,subhalo_infall_mass_stars,subhalo_infall_stellar_mass_stars,form_scalefactor,form_time,vr_cyl,vphi_cyl,vz_cyl,r_cyl,phi_cyl,z_cyl,vx_cart,vy_cart,vz_cart,x_cart,y_cart,z_cart,cluster_id,mgfe,jrstar,jzstar,jphistar,estar,pstar,kstar,lxstar,lystar,lzstar,apostar,peristar,eccstar,zmaxstar,cluster_id_name,lstar,c_lzstar,c_lystar,c_lxstar,s_jzrstar,a_jzrstar,rstar
0,382336,93663.06133461141,93663.06133461141,93663.06133461141,0.55710244,530302,4.448471100211808,1.770159291665319,140.96019455727935,357.92910585258335,31276163832.8949,972402371.9620857,171.46369921363814,217.226715834249,154.41423189290657,187.94520872170898,202.03847545803288,161.80924708429447,5.776076358791594,5.818435686097107,4.457882521521519,31275425819.409477,972402371.9620857,0.17842249721448508,2.6091965454837927,199.39957011910565,161.06430657247168,191.56144051165677,3.951726979861517,1.848459653514419,5.861732593858905,189.98717873244323,171.8553646485577,191.56144051165677,5.4002175375865145,4.854657218784574,5.861732593858905,1,0.09693099,1282.8485447664714,618.5792513440522,1222.2991062223164,55663.050174040574,51192.44724445156,39089.19469758982,957.6260923414496,926.0802613643116,1222.2991062223164,19.80259147968285,2.7527214798731485,0.19202192121668027,10.380215053867163,cluster 1,1131.9776385375028,605448957763772.5,540038903944999.2,543481481606823.56,1340.245881672642,1503.4700976957158,4.448471100211809
