,index,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,feH,id_stars,radial_distance_stars,redshift_stars,snap_list_stars,star_mass,subhalo_mass_stars,subhalo_stellar_mass_stars,vphistar,vrstar,vthetastar,vxstar,vystar,vzstar,xstar,ystar,zstar,subhalo_infall_mass_stars,subhalo_infall_stellar_mass_stars,form_scalefactor,form_time,vr_cyl,vphi_cyl,vz_cyl,r_cyl,phi_cyl,z_cyl,vx_cart,vy_cart,vz_cart,x_cart,y_cart,z_cart,cluster_id,mgfe,jrstar,jzstar,jphistar,estar,pstar,kstar,lxstar,lystar,lzstar,apostar,peristar,eccstar,zmaxstar,cluster_id_name,lstar,c_lzstar,c_lystar,c_lxstar,s_jzrstar,a_jzrstar,rstar
0,460535,93636.65902019621,93636.65902019621,93636.65902019621,0.5596531,659780,4.448160407837362,1.770722005885292,140.77013592725172,357.3856148407731,31406276535.840607,972345246.5478715,171.99617329465332,217.32801115087025,154.72083438256823,188.27416271614678,202.363554559094,162.0482800618989,5.783974174668075,5.82549586402751,4.4698769287694775,31404594732.575115,972345246.5482063,0.17814100978504427,2.6047689219935997,199.60019903853325,161.4598971983671,191.88737476529306,3.9546965438668944,1.8487641350141275,5.868983556985891,190.26080994215934,172.15653830951527,191.88737476529306,5.4090355186031385,4.864969705051343,5.868983556985891,1,0.09715471,1293.0052861386355,624.8158070239591,1230.9460191422475,55731.303963858416,51130.92287728711,39134.89980637606,965.8069261395062,933.7110355247307,1230.9460191422472,19.99544135890925,2.779140778968482,0.19199375997496324,10.496949589007418,cluster 1,1141.802599717607,605348839684719.1,539751651677086.75,543326548794399.8,1348.1103021606448,1518.918542446318,4.448160407837362
