,index,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,feH,id_stars,radial_distance_stars,redshift_stars,snap_list_stars,star_mass,subhalo_mass_stars,subhalo_stellar_mass_stars,vphistar,vrstar,vthetastar,vxstar,vystar,vzstar,xstar,ystar,zstar,subhalo_infall_mass_stars,subhalo_infall_stellar_mass_stars,form_scalefactor,form_time,vr_cyl,vphi_cyl,vz_cyl,r_cyl,phi_cyl,z_cyl,vx_cart,vy_cart,vz_cart,x_cart,y_cart,z_cart,cluster_id,mgfe,jrstar,jzstar,jphistar,estar,pstar,kstar,lxstar,lystar,lzstar,apostar,peristar,eccstar,zmaxstar,cluster_id_name,lstar,c_lzstar,c_lystar,c_lxstar,s_jzrstar,a_jzrstar,rstar
0,392583,132964.05566919205,132964.05566919205,132964.05566919205,0.579294,914941,4.0990852097301875,1.439305803536672,154.44162629167278,606.1303070361203,28577598004.736156,848297936.416014,182.06624833273852,208.23299516942163,134.78080419900562,199.5778398500734,209.94310827628874,143.0696025317157,6.864129805847086,6.584071530379673,4.275276342991543,28550408638.223843,848279159.8386368,0.22081795579175745,3.359081121403475,202.5734147667768,148.99145184967156,202.67561760637088,3.9510040769972994,1.7721302222991482,6.915630610178412,189.9011379223969,165.03480301375737,202.67561760637088,5.891704320063577,5.119191133792869,6.915630610178412,1,0.081203625,1005.3844555410889,547.8738939420131,1636.9646175931493,42381.38156000114,41948.91500247182,35470.11311799431,884.3484777918675,877.5594675411276,1636.9646175931491,15.40550538807573,3.734289090022982,0.20269578018725545,8.681071394324437,cluster 1,1281.7257119135588,722164444398917.4,486440715046891.94,485547669506286.6,1089.5038533462534,1197.8767748634823,4.0990852097301875
